#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-04-16-14-37-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1313583870.684872	CKdW6v4I9TBijLqb98	60.190.223.75	2012	147.32.84.165	1048	bad_TCP_checksum	-	F	bro
1313584359.717256	CRHhQa1iBpIyjsuUr1	147.32.84.165	1529	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CWZblW390n5FdudVsc	147.32.84.165	1530	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	C8LNtM35o8RQ4m42K9	147.32.84.165	1531	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CLdVxX2OQq96SaS0Oj	147.32.84.165	1532	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CVbYNw4PVjpluJ2wm8	147.32.84.165	1536	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	Cd64W14eVMJgdtn8Ba	147.32.84.165	1535	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CYU7jm153eMUxjCXg8	147.32.84.165	1533	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CG5L9s2NqvjOSH5EBc	147.32.84.165	1537	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CJpmxqLgcW6diMTBd	147.32.84.165	1534	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CDozOwMmdOoVEPPId	147.32.84.165	1538	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CeUU3q4KlhgHB6xjcd	147.32.84.165	1539	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CI7W9A3vV9ZtayAVK	147.32.84.165	1540	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CTWw3k3mikrLTN7qGa	147.32.84.165	1542	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CHzH6iHEO8SHmrAM	147.32.84.165	1544	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	C4GQ4M1WdxxuvdSxs5	147.32.84.165	1546	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CFbKLA1TkOjf6d0mh4	147.32.84.165	1548	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CIjLwT1iuRku6SYBB	147.32.84.165	1549	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CnhYWQ2neLfE5RVgW5	147.32.84.165	1552	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	Cw8hIl4274yiTXZDV1	147.32.84.165	1553	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CCwtns2TZXqwDjJv56	147.32.84.165	1556	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584359.717256	CSJR7A42FllpH8otnf	147.32.84.165	1555	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584388.988896	CY7af42StYNUy8hPz3	147.32.84.165	1579	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584388.988896	C7DWeZ2gil26skmsnk	147.32.84.165	1580	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584389.840718	CyNNu82IX376wMrCXl	147.32.84.165	1583	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584389.840718	CZqLhk2twTNgdojHVa	147.32.84.165	1584	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584389.840718	CaMlQJlqeOkeJTbhh	147.32.84.165	1586	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584389.840718	C1FzgX2SMp382hS6Ge	147.32.84.165	1591	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584403.850433	CtgzPUPe6sRsSDeEj	147.32.84.165	1594	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584403.850433	CDv13M1RSucTcfunCi	147.32.84.165	1595	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584403.850433	C9XEwRmjDfD0PK1wk	147.32.84.165	1597	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584403.850433	COb9kG3UUgrXqGAdpc	147.32.84.165	1598	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CgbpaP1aH5gYe50eA1	147.32.84.165	1601	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	Cw8CNY1w7bOIANZES6	147.32.84.165	1602	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CsU8S110j8DNKq0oCf	147.32.84.165	1605	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CITUTk3yjHkTgANMe3	147.32.84.165	1606	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CBx1b62YjlP3N4nhRk	147.32.84.165	1607	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CzQCyA1FU58SLpsdhg	147.32.84.165	1608	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CXO1Mg1AsFcy4ltpag	147.32.84.165	1609	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CbB3k23AeNmUveWpg2	147.32.84.165	1611	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	CdlLD90q2ZLHQKe9h	147.32.84.165	1614	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584404.652189	Cjrvnv2ixVRVAawTIl	147.32.84.165	1615	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584433.977938	C344WX3XfeiSlMYW8j	147.32.84.165	1635	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584433.977938	CQ0033mItzPu5xbAf	147.32.84.165	1636	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.375799	CASEv82cMVBEHSK792	147.32.84.165	1639	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.375799	CS9bQc3LCOm4dkvCLi	147.32.84.165	1641	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.375799	CqEDRu1ds3pw3qzVW1	147.32.84.165	1642	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.375799	C1rpbn2U8eyRi2oXl7	147.32.84.165	1644	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.375799	Cc8JOG1Qsgqez7Wqhb	147.32.84.165	1645	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.375799	Chb7VE2kW5rg1lUo87	147.32.84.165	1647	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.375799	CdXxFmLUbwbGJmqZi	147.32.84.165	1649	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584435.475490	CaABCte8epSEw1u0d	147.32.84.165	1651	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.214774	CVOhkT3Q35CfTDQ9Xb	147.32.84.165	1658	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.214774	CIDtgrr0g9nn06y43	147.32.84.165	1659	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.214774	CwRi0H1ABchokyuEk8	147.32.84.165	1660	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.214774	CZYzDD3yXwA1xCpdpc	147.32.84.165	1663	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.214774	CMz55b29F4k9NjwNOl	147.32.84.165	1664	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.296049	CzuebZ1hPXjv1VWm7g	147.32.84.165	1666	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.596087	Ck2XvuRGRe9DXEf9c	147.32.84.165	1667	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.596087	CYItDn3avt0SLDkEc7	147.32.84.165	1669	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.867543	ClQur74kkS0XDbj02a	147.32.84.165	1673	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584449.867543	C10MKq3j4U2nu2Qvt1	147.32.84.165	1674	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584464.657633	Cr1LDc3aDv1bRJk3d1	147.32.84.165	1687	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584464.657633	C2Jcbo20fLNYTT5m57	147.32.84.165	1688	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.078111	CMZ00g3KMN7nURCzOa	147.32.84.165	1702	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.078111	CgOXqG4dDcscqc0mz6	147.32.84.165	1703	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.078111	CjJBqi20WkKg9iJi7	147.32.84.165	1705	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.476336	CL1AnSUIcfZWURQ01	147.32.84.165	1706	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.476336	CdszT21lKbeiy5uOU6	147.32.84.165	1707	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.676025	CwBT9L3nQZKRGKO9ii	147.32.84.165	1709	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.676025	CSodjX22YYaig0iHQl	147.32.84.165	1711	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.979915	CjtdfNMurt5y2t6c4	147.32.84.165	1714	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584479.979915	Cl7NDI1QMmfi7iHvwi	147.32.84.165	1715	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584480.334755	CY7ohC1DZwwF4zbhqi	147.32.84.165	1717	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584480.580682	CSgter4m17mhFU2yMg	147.32.84.165	1720	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584480.580682	CxEF3N1uR6XTikHFX1	147.32.84.165	1721	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584494.736159	CUnn7E22yoNwrfiJP3	147.32.84.165	1727	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584494.736159	C0ij8p2V6US3SjQE1j	147.32.84.165	1728	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584494.736159	CbyTMBFUd5EoRg1Dg	147.32.84.165	1733	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584494.736159	CS4VdV1Eg1AG98tCQ1	147.32.84.165	1734	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584495.386860	CsH2053K4z45wxkr98	147.32.84.165	1737	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584495.386860	CJjA4ot1aZyw3q0H6	147.32.84.165	1738	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584509.748793	C8QgPi3xPYzJxDbzY7	147.32.84.165	1756	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584510.407709	C7zNpi2OHyoZkdQdXg	147.32.84.165	1759	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584510.572201	C070Z83ASzNTl2SZjh	147.32.84.165	1763	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584511.059326	C9vuzm4mmwtoDP2FOg	147.32.84.165	1766	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584524.120098	CwLfXw4Y8GrF6FDU64	147.32.84.165	1784	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584524.120098	CFcNsh1vbtnOhVZT3k	147.32.84.165	1785	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584524.801566	CnwhZc17as38LmxB7h	147.32.84.165	1787	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584524.801566	CrSiAc1pYpLQv5fV9g	147.32.84.165	1788	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584525.622111	C5htCa2ivqEy0aATH9	147.32.84.165	1794	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584525.622111	C4oOfY3Oqgcc3BPLo3	147.32.84.165	1795	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584525.622111	CcKv0p3oIpLEJraum5	147.32.84.165	1796	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584525.622111	CWUhI127RftMaS64n	147.32.84.165	1799	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584525.622111	CApkmm2iyizgMB6Jxk	147.32.84.165	1800	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584526.122499	CAFvaJ3732Sjh9Cpjj	147.32.84.165	1805	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584529.932739	CZrnCk2x4OkUlkzlN3	147.32.84.165	1051	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584533.533730	CodDi74PJicAFx7q5k	147.32.84.165	1815	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.493085	CtiwI927XHAxZQuJ6l	147.32.84.165	1824	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.493085	CvW2oi2dAbsJnwwLZa	147.32.84.165	1825	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.825945	CSCD3Z2lKmQIlVxw8j	147.32.84.165	1831	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.825945	CfWDkO1RJDmDySZY17	147.32.84.165	1832	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.825945	CaL6jsDYuGE9MT7g7	147.32.84.165	1835	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.825945	Cn35ve2Kp1PXZgsU1l	147.32.84.165	1836	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.825945	CQXyvB2fu9oudZBELa	147.32.84.165	1837	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584539.825945	C6R7IrMnP05cIwaU3	147.32.84.165	1838	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584541.044580	Ckz7iRfwYvBDuZHk9	147.32.84.165	1843	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584541.244703	CNHLHunJ5MRIxJrIc	147.32.84.165	1846	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584555.987318	CICYT6FmwjaWU9hm6	147.32.84.165	1873	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584555.987318	CTZNDr35H1c6GgqmDg	147.32.84.165	1874	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584569.309955	CRBLnX34SzJCb4pTij	147.32.84.165	1899	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584569.309955	Cy50O01BLLTOJdfesj	147.32.84.165	1901	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584569.739635	CmSOaa1ylLArGHJhs	147.32.84.165	1903	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584569.739635	CkQO2t1ONwEJif6iIb	147.32.84.165	1904	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584570.416321	C3IhKiZQ59lPeTiIb	147.32.84.165	1910	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584570.416321	CeOlLt4j5qOGMTCo3	147.32.84.165	1911	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584571.024591	Cc54Wa156zCYAx1p52	147.32.84.165	1915	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584571.024591	CI8urF43IUK2ZrQpNe	147.32.84.165	1916	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584571.726606	CZWvyt2c348A9K2Yx	147.32.84.165	1918	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584571.726606	CW8fXY1vTyoxjl1hg9	147.32.84.165	1919	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584571.726606	CFaO9c2INlkgGKi0O5	147.32.84.165	1921	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584571.726606	C9B4d02t6CztlrIV8c	147.32.84.165	1922	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584584.046446	CHPmY24OivDsU0QfT3	147.32.84.165	1945	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584584.633102	Cd1Etg3KLIOLzqg4zf	147.32.84.165	1947	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584589.173275	CoZCPxIHGRhEvL2I7	147.32.84.165	1963	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584594.799565	CNjzY91aVw5zwp58ih	147.32.84.165	1950	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584595.229664	CEeyii2DH84ZgJlX3a	147.32.84.165	1952	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584600.760204	CZaPBCBWDrp3QJb0c	147.32.84.165	1985	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584600.760204	CAx37PyTIC2UASeub	147.32.84.165	1986	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584602.904467	CIqLl93uQf78rSNAw3	147.32.84.165	1993	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584604.693655	CIU05a3aKMoGCpujn1	147.32.84.165	1950	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313584610.321904	Cp9a9XAF0CDJ9jjog	147.32.84.165	1981	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584611.520480	Czy0Kk3jUjpMV589x8	147.32.84.165	1991	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CwPBAJ2p1jawZoMOU1	147.32.84.165	2011	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CXyBBjKSJl9hKM2sd	147.32.84.165	2012	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CjE6hx4y1GUYVZm89c	147.32.84.165	2014	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CvBWJw1YTCjCvl6SJ4	147.32.84.165	2015	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CgLrI12GRnrD3InpHl	147.32.84.165	2017	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CMq15w3K9Ng2EG9qZ	147.32.84.165	2018	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CMs6Q745MJilIWHdxe	147.32.84.165	2019	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584614.728831	CG572o1gQOHqnqHBkj	147.32.84.165	2021	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584616.310673	CHeEJa2j7Re3aYg7jb	147.32.84.165	2024	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584616.310673	CIsVWy3b7i60hEqahh	147.32.84.165	2025	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584616.310673	Co3GsHHsemOh9dbg1	147.32.84.165	2029	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584616.310673	C5fkoG2DkxY9Moowvb	147.32.84.165	2030	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584616.310673	CrGNJV1UhuQOR1CLp5	147.32.84.165	2033	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584616.310673	CkugTW1PCUP8eEeijh	147.32.84.165	2034	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584617.084572	CW8rut13XVvZJjAOj3	147.32.84.165	2052	86.123.31.54	6667	irc_line_too_short	-	F	bro
1313584617.681608	CW8rut13XVvZJjAOj3	147.32.84.165	2052	86.123.31.54	6667	irc_invalid_command	-	F	bro
1313584617.681608	CW8rut13XVvZJjAOj3	147.32.84.165	2052	86.123.31.54	6667	bad_HTTP_request	-	F	bro
1313584617.681608	CW8rut13XVvZJjAOj3	147.32.84.165	2052	86.123.31.54	6667	empty_http_request	-	F	bro
1313584619.704347	Cmld1uuzRGfrfNhpf	147.32.84.165	2041	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584619.704347	CyXTm8AqPDiqm7ayc	147.32.84.165	2042	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584619.704347	CsaxvGtBj8zTzDOOg	147.32.84.165	1981	147.32.80.9	53	dns_unmatched_reply	-	F	bro
1313584632.834635	CDxgvn25EZ9zBZo657	147.32.84.165	2070	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584633.360911	CpYJzeNXZs6mAA3Rf	147.32.84.165	2072	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584644.785665	CIhhCe3lmySGfjkoE3	147.32.84.165	2091	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584644.929139	Cq75n71ljtnAyXW145	147.32.84.165	2092	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584645.864282	CQOcM91XghFIVrw22c	147.32.84.165	2097	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584645.864282	C8kiz53nHzFZuBKmX4	147.32.84.165	2098	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584645.864282	CXxZtL1DAcL4JMefmf	147.32.84.165	2099	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584646.975806	CL4ze44ce2seNmC9K1	147.32.84.165	2101	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584646.975806	Cpyqb34pOfgq0AHgTd	147.32.84.165	2103	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584646.975806	CMefknwnySPMCrbTb	147.32.84.165	2104	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584649.418376	CzVghO1hHr732JyRlh	147.32.84.165	2111	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584650.018954	CDvrtJ2fcYlnBhtzLk	147.32.84.165	2112	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584659.132564	C5nrco6XRBLDclpcc	147.32.84.165	2128	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584659.132564	C6GmDq2e83Tc5pQZJ7	147.32.84.165	2129	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584659.632747	CNmN5G1N2LLeoYQwqh	147.32.84.165	2131	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584659.632747	Cy8Za54vOfOD3fLQ6c	147.32.84.165	2132	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584660.214304	CSpSi43XCpKQysAq0a	147.32.84.165	2134	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584660.214304	CUGH873l6Dw6p1iq43	147.32.84.165	2135	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584660.624222	C9mP5v1tYuNDyqYs0k	147.32.84.165	2139	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584660.640181	CkZz394fbnJBgpsUV2	147.32.84.165	2140	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584661.326627	Cf9WPGXgXxo2ttPV2	147.32.84.165	2143	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584661.326627	CNz7Pp1ZrcrmE6sfY7	147.32.84.165	2144	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584675.042727	CBlj8A4J2Ws1E8xaDg	147.32.84.165	2171	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584675.042727	CtwVpYWwiAS4YNe97	147.32.84.165	2172	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584676.417634	CCxkJk4yXwyZ6eMnwa	147.32.84.165	2178	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584676.417634	CyjJ4akxRYeD2mDb7	147.32.84.165	2179	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584678.420454	CfQGTNVkxW5g9bf9e	147.32.84.165	2185	147.32.80.9	53	dns_unmatched_msg	-	F	bro
1313584678.420454	C7SnupC7ODV6OTit9	147.32.84.165	2186	147.32.80.9	53	dns_unmatched_msg	-	F	bro
