#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	heartbeat
#open	2019-04-17-15-35-45
#fields	id.orig_h	id.orig_p	id.resp_h	id.resp_p	total_number	periodicity
#types	addr	port	addr	port	count	double
147.32.84.193	4304	89.149.217.37	65500	60	9.970884
147.32.84.209	4035	212.117.177.186	65500	25	23.006722
147.32.84.192	4143	94.245.116.13	443	15	26.98609
147.32.84.192	3410	212.117.161.86	65500	26	0.73446
147.32.84.209	3184	212.117.177.186	65500	152	17.241641
147.32.84.208	3591	50.7.244.234	65500	97	5.145454
147.32.84.208	3934	65.55.255.7	443	68	76.552425
147.32.84.205	4540	65.55.237.71	443	53	33.700307
147.32.84.204	1910	212.117.161.86	65500	26	2.228379
147.32.84.165	1447	94.245.116.11	443	17	4.09588
147.32.84.193	2167	65.55.33.167	443	16	14.618734
147.32.84.209	4664	94.245.116.17	443	16	36.776958
147.32.84.193	2698	89.149.217.37	65500	47	0.02793
147.32.84.192	2054	64.4.56.39	443	50	15.95193
147.32.84.191	4209	64.4.56.39	443	65	11.256715
147.32.84.208	3536	50.7.244.234	65500	26	1.164133
147.32.84.191	1546	212.117.177.188	65500	152	19.380206
147.32.84.204	1934	65.55.72.7	443	16	12.753303
147.32.84.193	2813	89.149.217.37	65500	95	3.222891
147.32.84.204	1557	212.117.161.86	65500	24	4.540453
147.32.84.204	1627	64.4.56.23	443	65	25.395387
147.32.84.193	2518	64.4.56.39	443	61	33.911838
147.32.84.191	4343	65.55.255.7	443	61	46.809981
147.32.84.208	4957	50.7.244.234	65500	155	18.703402
147.32.84.191	4116	212.117.177.188	65500	24	28.793717
147.32.84.205	4157	65.55.40.103	443	16	15.377294
147.32.84.193	4287	89.149.217.37	65500	226	40.168373
147.32.84.207	3236	212.117.177.186	65500	26	19.748074
147.32.84.191	1536	212.117.177.188	65500	155	23.625701
147.32.84.193	4277	89.149.217.37	65500	95	13.136817
147.32.84.204	1580	157.55.43.16	443	15	27.513844
147.32.84.209	3759	212.117.177.186	65500	27	19.756423
147.32.84.207	1095	212.117.177.186	65500	27	18.377687
147.32.84.193	2885	89.149.217.37	65500	230	6.547703
147.32.84.209	3880	64.4.56.199	443	59	15.216045
147.32.84.209	4110	212.117.177.186	65500	24	28.165641
147.32.84.208	3442	64.4.56.23	443	26	18.776018
147.32.84.209	4679	65.55.72.87	443	16	17.701285
147.32.84.208	3469	64.4.56.23	443	67	35.413927
147.32.84.209	3247	212.117.177.186	65500	153	34.220264
147.32.84.165	2027	212.117.171.138	65500	52	3.731913
147.32.84.193	2389	64.4.56.39	443	18	2.753609
147.32.84.208	4839	64.4.56.199	443	26	22.095729
147.32.84.193	4352	94.245.116.17	443	61	60.286219
147.32.84.204	2246	94.245.116.13	443	15	27.198404
147.32.84.165	1375	212.117.171.138	65500	25	2.289929
147.32.84.208	1103	65.55.39.87	443	18	18.102843
147.32.84.209	3157	212.117.177.186	65500	64	43.900782
147.32.84.209	3174	212.117.177.186	65500	206	59.657975
147.32.84.208	4884	50.7.244.234	65500	178	0.055098
147.32.84.208	4796	50.7.244.234	65500	77	15.007649
147.32.84.208	3375	50.7.244.234	65500	228	28.364615
147.32.84.192	3362	212.117.161.86	65500	152	7.851277
147.32.84.208	4776	64.4.56.199	443	18	20.000957
147.32.84.209	4117	94.245.116.11	443	15	27.118099
147.32.84.193	2384	94.245.116.11	443	15	25.662475
147.32.84.204	2257	65.55.40.215	443	16	15.084918
147.32.84.191	2820	157.55.0.137	443	15	22.932626
147.32.84.193	4307	94.245.116.17	443	83	114.286513
147.32.84.208	3293	50.7.244.234	65500	155	10.251758
147.32.84.192	2139	212.117.161.86	65500	151	26.972961
147.32.84.209	2257	94.245.116.11	443	15	27.19476
147.32.84.193	4426	94.245.116.17	443	54	22.51411
147.32.84.204	1593	65.55.33.167	443	16	11.748208
147.32.84.193	2771	65.55.255.7	443	16	20.525187
147.32.84.205	4494	65.55.237.71	443	58	40.203065
147.32.84.191	4378	65.55.255.7	443	65	48.436427
147.32.84.209	4431	212.117.177.186	65500	226	102.33144
147.32.84.209	4686	212.117.177.186	65500	62	93.309128
147.32.84.208	4764	157.55.43.16	443	17	36.30502
147.32.84.208	3616	50.7.244.234	65500	149	28.7673
147.32.84.193	2469	89.149.217.37	65500	150	20.875119
147.32.84.209	4127	65.55.72.183	443	16	17.454272
147.32.84.209	2578	64.4.56.23	443	36	28.261097
147.32.84.209	3123	65.55.237.71	443	44	47.406134
147.32.84.191	1446	212.117.177.188	65500	91	11.796597
147.32.84.208	4849	50.7.244.234	65500	154	26.88158
147.32.84.193	2388	89.149.217.37	65500	94	12.07579
147.32.84.209	3150	212.117.177.186	65500	230	51.939664
147.32.84.207	3068	212.117.177.186	65500	27	3.190923
147.32.84.191	4771	212.117.177.188	65500	97	11.895399
147.32.84.205	4441	65.55.237.71	443	30	39.249908
147.32.84.209	2534	64.4.56.23	443	18	21.780584
147.32.84.193	4399	94.245.116.17	443	58	82.307897
147.32.84.191	4129	65.55.255.7	443	33	8.703886
147.32.84.208	4860	64.4.56.199	443	54	14.239106
147.32.84.205	4416	65.55.237.71	443	39	43.903642
147.32.84.205	4473	212.117.177.186	65500	154	23.1642
147.32.84.209	4432	157.55.0.135	443	21	15.041969
147.32.84.193	2382	89.149.217.37	65500	27	3.842902
147.32.84.209	3196	65.55.237.71	443	66	43.472761
147.32.84.208	2817	50.7.244.234	65500	65	1.898744
147.32.84.191	4761	212.117.177.188	65500	26	4.383922
147.32.84.209	4613	157.55.0.135	443	27	63.620143
147.32.84.208	4822	94.245.116.9	443	14	46.546451
147.32.84.165	1644	212.117.171.138	65500	52	3.476901
147.32.84.205	4375	94.245.116.9	443	17	24.753334
147.32.84.191	1429	157.55.43.16	443	15	27.837574
147.32.84.193	2415	64.4.56.39	443	79	46.678858
147.32.84.192	2032	212.117.161.86	65500	157	11.914848
147.32.84.208	3733	65.55.255.7	443	76	74.227811
147.32.84.209	3065	157.55.0.139	443	15	25.521181
147.32.84.208	3547	94.245.116.13	443	15	25.875719
147.32.84.165	1917	157.55.0.135	443	28	68.344891
147.32.84.192	2041	64.4.56.39	443	72	53.269957
147.32.84.191	4260	212.117.177.188	65500	154	68.592974
147.32.84.192	2155	64.4.56.39	443	62	30.029971
147.32.84.192	3893	94.245.116.17	443	15	27.649465
147.32.84.205	4474	65.55.237.71	443	55	19.716802
147.32.84.208	4660	50.7.244.234	65500	47	0.014224
147.32.84.208	3558	64.4.56.23	443	60	29.395512
147.32.84.208	3446	50.7.244.234	65500	201	14.569454
147.32.84.209	2432	212.117.177.186	65500	25	12.880191
147.32.84.191	1525	64.4.56.135	443	63	34.765238
147.32.84.208	3494	50.7.244.234	65500	24	1.114155
147.32.84.209	3764	64.4.56.199	443	18	18.152663
147.32.84.204	2232	212.117.161.86	65500	24	3.927982
147.32.84.165	1662	157.55.0.135	443	90	183.385255
147.32.84.193	4411	89.149.217.37	65500	150	19.565487
147.32.84.205	4149	94.245.116.9	443	17	24.75165
147.32.84.205	4360	65.55.40.103	443	63	33.316113
147.32.84.207	2830	212.117.177.186	65500	26	17.763179
147.32.84.193	4321	94.245.116.17	443	31	79.359806
147.32.84.208	2919	50.7.244.234	65500	41	1.036534
147.32.84.191	1420	212.117.177.188	65500	24	4.555304
147.32.84.209	4660	94.245.116.9	443	15	27.673387
147.32.84.205	4365	212.117.177.186	65500	25	2.96316
147.32.84.192	1945	212.117.161.86	65500	65	0.009402
147.32.84.209	3432	157.55.0.135	443	15	27.195982
147.32.84.191	1547	64.4.56.135	443	60	34.827025
147.32.84.209	4690	212.117.177.186	65500	40	53.255509
147.32.84.204	1564	212.117.161.86	65500	155	6.342927
147.32.84.192	4584	212.117.161.86	65500	26	3.548082
147.32.84.208	3633	64.4.56.23	443	60	34.164501
147.32.84.209	4561	157.55.0.135	443	28	66.914239
147.32.84.192	3789	212.117.161.86	65500	54	0.019228
147.32.84.165	1871	157.55.0.135	443	29	60.379685
147.32.84.205	4140	212.117.177.186	65500	27	5.697126
147.32.84.209	4753	94.245.116.17	443	59	71.018288
147.32.84.208	3141	50.7.244.234	65500	157	6.775198
147.32.84.208	4961	157.55.43.16	443	17	23.425561
147.32.84.208	3616	65.55.255.7	443	16	21.509741
147.32.84.192	4605	65.55.40.215	443	16	15.423397
147.32.84.209	4579	212.117.177.186	65500	48	8.876999
147.32.84.208	4757	50.7.244.234	65500	27	4.202117
147.32.84.191	1432	212.117.177.188	65500	27	2.573558
147.32.84.204	1918	157.55.43.16	443	15	27.386353
147.32.84.205	4382	212.117.177.186	65500	29	4.334488
147.32.84.193	2495	89.149.217.37	65500	154	18.466319
147.32.84.207	2827	212.117.177.186	65500	25	26.849649
147.32.84.205	4129	212.117.177.186	65500	25	2.488881
147.32.84.208	4809	50.7.244.234	65500	55	11.253335
147.32.84.209	3167	65.55.237.71	443	28	41.332369
147.32.84.193	4341	89.149.217.37	65500	152	22.058804
147.32.84.205	1218	65.55.33.135	443	16	15.481928
147.32.84.204	4077	212.117.161.86	65500	155	8.263471
147.32.84.208	3656	50.7.244.234	65500	230	10.687944
147.32.84.209	4042	157.55.0.135	443	17	21.702551
147.32.84.191	1510	212.117.177.188	65500	150	22.326645
147.32.84.205	4483	65.55.237.71	443	62	44.250188
147.32.84.191	1966	212.117.177.188	65500	26	3.015615
147.32.84.193	2897	64.4.56.39	443	18	16.682331
147.32.84.208	4870	64.4.56.199	443	56	34.434459
147.32.84.209	2605	64.4.56.23	443	25	21.444829
147.32.84.207	2841	65.55.33.167	443	16	14.93444
147.32.84.209	4695	94.245.116.17	443	26	53.680062
147.32.84.208	3394	50.7.244.234	65500	85	12.31973
147.32.84.209	4592	212.117.177.186	65500	44	7.280653
147.32.84.205	1214	212.117.177.186	65500	27	18.195713
147.32.84.192	1960	157.55.0.139	443	17	24.719146
147.32.84.192	2002	64.4.56.39	443	75	46.797111
147.32.84.193	2875	89.149.217.37	65500	25	5.36975
147.32.84.207	2552	65.55.72.87	443	37	34.485135
147.32.84.209	4157	212.117.177.186	65500	27	18.767947
147.32.84.193	1960	94.245.116.13	443	17	23.01599
147.32.84.209	4673	212.117.177.186	65500	26	20.317897
147.32.84.193	2884	89.149.217.37	65500	27	4.028545
147.32.84.204	1391	212.117.161.86	65500	157	5.715692
147.32.84.191	4371	212.117.177.188	65500	152	89.671332
147.32.84.165	1585	212.117.171.138	65500	226	16.971119
147.32.84.191	4122	94.245.116.13	443	15	27.148641
147.32.84.209	3827	64.4.56.199	443	63	16.64112
147.32.84.209	4443	157.55.0.135	443	83	160.520131
147.32.84.209	3769	64.4.56.199	443	43	36.853909
147.32.84.208	4825	64.4.56.199	443	28	22.291732
147.32.84.209	3072	212.117.177.186	65500	27	5.43825
147.32.84.192	4125	212.117.161.86	65500	25	6.123633
147.32.84.191	1985	212.117.177.188	65500	25	3.137569
147.32.84.209	3847	64.4.56.199	443	62	34.928065
147.32.84.208	3042	50.7.244.234	65500	202	8.282218
147.32.84.192	3570	157.55.0.135	443	14	52.269611
147.32.84.209	2523	212.117.177.186	65500	27	2.765788
147.32.84.207	3080	65.55.33.135	443	16	14.08494
147.32.84.191	4760	157.55.0.141	443	15	27.442366
147.32.84.207	3241	65.55.72.87	443	16	17.364806
147.32.84.209	3790	64.4.56.199	443	69	38.369103
147.32.84.193	2410	89.149.217.37	65500	44	4.423369
147.32.84.209	4490	157.55.0.135	443	28	67.998478
147.32.84.204	2577	212.117.161.86	65500	157	6.466486
147.32.84.209	4050	212.117.177.186	65500	27	18.613182
147.32.84.208	3901	50.7.244.234	65500	195	9.266269
147.32.84.191	4779	65.55.40.103	443	16	14.198445
147.32.84.208	3851	65.55.255.7	443	26	26.875856
147.32.84.208	3774	50.7.244.234	65500	41	1.942333
147.32.84.209	3804	212.117.177.186	65500	150	69.514572
147.32.84.191	2847	65.55.40.103	443	16	14.327879
147.32.84.191	4302	65.55.255.7	443	59	41.151002
147.32.84.191	4153	212.117.177.188	65500	130	10.889948
147.32.84.208	4009	65.55.255.7	443	74	63.858829
147.32.84.193	2485	64.4.56.39	443	58	34.349953
147.32.84.191	4338	212.117.177.188	65500	155	90.555208
147.32.84.191	4165	64.4.56.39	443	21	21.871697
147.32.84.209	3447	65.55.40.215	443	16	15.484054
147.32.84.193	1954	89.149.217.37	65500	27	2.525893
147.32.84.193	2422	89.149.217.37	65500	46	5.763058
147.32.84.191	4372	65.55.255.7	443	65	47.178879
147.32.84.208	3544	50.7.244.234	65500	151	11.710617
147.32.84.191	4125	65.55.255.7	443	16	21.777597
147.32.84.209	3763	212.117.177.186	65500	98	63.987835
147.32.84.193	1944	89.149.217.37	65500	25	5.343983
147.32.84.193	2988	65.55.255.7	443	80	79.513776
147.32.84.209	2524	157.55.0.137	443	17	31.846003
147.32.84.208	3302	65.55.255.7	443	66	42.438601
147.32.84.191	4765	65.55.72.7	443	16	2.881929
147.32.84.191	4140	212.117.177.188	65500	230	4.063015
147.32.84.208	3245	50.7.244.234	65500	153	10.039257
147.32.84.209	4574	157.55.0.135	443	29	73.995081
147.32.84.192	4140	212.117.161.86	65500	270	0.072445
147.32.84.209	3161	65.55.237.71	443	88	78.883099
147.32.84.191	1474	64.4.56.135	443	81	54.095966
147.32.84.193	2460	64.4.56.39	443	64	41.178055
147.32.84.193	2156	89.149.217.37	65500	27	4.566993
147.32.84.192	4155	65.55.40.103	443	16	15.450622
147.32.84.191	4754	212.117.177.188	65500	24	29.756553
147.32.84.191	4147	212.117.177.188	65500	27	1.669449
147.32.84.165	1714	157.55.0.135	443	30	77.993997
147.32.84.193	2436	89.149.217.37	65500	202	26.024737
147.32.84.193	2159	94.245.116.11	443	17	22.888565
147.32.84.208	2912	65.55.255.7	443	30	34.888068
147.32.84.191	1977	157.55.43.16	443	17	25.16509
147.32.84.209	4155	157.55.43.16	443	17	24.182936
147.32.84.191	4124	212.117.177.188	65500	93	22.502294
147.32.84.165	1242	212.117.171.138	65500	48	2.308111
147.32.84.204	2639	64.4.56.23	443	57	13.576442
147.32.84.209	4540	212.117.177.186	65500	52	11.604985
147.32.84.209	3217	212.117.177.186	65500	152	26.616008
147.32.84.193	4273	157.55.0.137	443	15	27.333799
147.32.84.192	3428	65.55.33.167	443	66	28.764023
147.32.84.209	4149	212.117.177.186	65500	25	26.39952
147.32.84.193	4278	94.245.116.17	443	18	27.827681
147.32.84.209	2547	64.4.56.23	443	43	33.872646
147.32.84.209	2529	212.117.177.186	65500	98	11.620514
147.32.84.208	3807	65.55.255.7	443	33	38.934884
147.32.84.209	4659	212.117.177.186	65500	26	34.765679
147.32.84.193	2734	94.245.116.9	443	17	22.699232
147.32.84.204	1461	64.4.56.23	443	57	12.523787
147.32.84.209	3418	212.117.177.186	65500	24	3.208122
147.32.84.191	1558	64.4.56.135	443	62	35.651401
147.32.84.191	4235	64.4.56.39	443	54	14.277982
147.32.84.191	2794	212.117.177.188	65500	24	3.602182
147.32.84.205	4428	212.117.177.186	65500	66	7.30186
147.32.84.209	3228	212.117.177.186	65500	154	23.184999
147.32.84.208	3343	64.4.56.23	443	16	9.782619
147.32.84.193	2427	64.4.56.39	443	25	25.197268
147.32.84.193	2141	89.149.217.37	65500	25	6.150888
147.32.84.208	3597	50.7.244.234	65500	302	0.146543
147.32.84.208	3307	94.245.116.11	443	15	24.202571
147.32.84.192	2012	64.4.56.39	443	25	26.486917
147.32.84.208	3033	65.55.255.7	443	26	26.423412
147.32.84.209	4055	65.55.40.215	443	16	15.260463
147.32.84.209	4663	212.117.177.186	65500	25	26.326373
147.32.84.207	3070	157.55.0.135	443	17	24.69154
147.32.84.165	1310	65.55.40.215	443	29	22.606429
147.32.84.209	3784	212.117.177.186	65500	160	63.825447
147.32.84.209	3857	212.117.177.186	65500	153	35.248372
147.32.84.209	4691	94.245.116.17	443	29	75.740384
147.32.84.209	4599	157.55.0.135	443	30	69.132853
147.32.84.209	3099	212.117.177.186	65500	99	12.630673
147.32.84.209	3186	65.55.237.71	443	77	73.139958
147.32.84.191	1441	64.4.56.135	443	16	14.560374
147.32.84.208	3320	50.7.244.234	65500	26	2.162578
147.32.84.193	4255	89.149.217.37	65500	25	4.276861
147.32.84.191	2002	94.245.116.17	443	19	9.332646
147.32.84.193	4266	89.149.217.37	65500	27	4.794241
147.32.84.208	3428	50.7.244.234	65500	41	16.992242
147.32.84.191	4121	212.117.177.188	65500	26	23.490425
147.32.84.165	1547	157.55.0.135	443	16	36.929594
147.32.84.192	1980	212.117.161.86	65500	219	44.920155
147.32.84.193	2440	64.4.56.39	443	26	21.275851
147.32.84.191	2006	212.117.177.188	65500	27	2.368616
147.32.84.191	1457	212.117.177.188	65500	236	49.776836
147.32.84.209	4747	212.117.177.186	65500	148	134.144724
147.32.84.165	2128	157.55.0.135	443	28	66.541814
147.32.84.193	2399	89.149.217.37	65500	217	39.805433
147.32.84.193	2378	89.149.217.37	65500	27	0.004707
147.32.84.165	1470	212.117.171.138	65500	27	1.919317
147.32.84.207	1099	65.55.40.23	443	16	15.351506
147.32.84.208	3115	65.55.255.7	443	77	69.024983
147.32.84.207	3237	94.245.116.15	443	15	27.233618
147.32.84.209	2263	212.117.177.186	65500	26	2.1967
147.32.84.208	3341	65.55.255.7	443	65	36.319018
147.32.84.204	4417	64.4.56.215	443	55	12.345926
147.32.84.191	4787	65.55.72.7	443	41	38.39293
147.32.84.191	1589	212.117.177.188	65500	158	70.555247
147.32.84.208	3387	64.4.56.23	443	90	55.260324
147.32.84.208	4743	50.7.244.234	65500	24	3.52611
147.32.84.209	4516	157.55.0.135	443	28	61.690597
147.32.84.193	2887	157.55.0.141	443	15	26.638248
147.32.84.193	4292	94.245.116.17	443	38	56.119131
147.32.84.209	4162	65.55.33.119	443	16	15.009465
147.32.84.165	1367	212.117.171.138	65500	25	1.67147
147.32.84.204	1903	212.117.161.86	65500	24	2.655081
147.32.84.204	2243	212.117.161.86	65500	26	4.263637
147.32.84.205	4461	212.117.177.186	65500	150	30.631055
147.32.84.192	2000	212.117.161.86	65500	44	6.11717
147.32.84.209	3229	65.55.237.71	443	55	39.110528
147.32.84.208	4810	64.4.56.199	443	37	26.740888
147.32.84.208	3215	65.55.255.7	443	68	46.543145
147.32.84.209	2239	212.117.177.186	65500	24	2.316663
147.32.84.209	4670	94.245.116.9	443	17	25.008126
147.32.84.191	4194	212.117.177.188	65500	187	26.370214
147.32.84.208	3692	65.55.255.7	443	61	41.615248
147.32.84.191	4222	212.117.177.188	65500	152	15.51927
147.32.84.209	3430	212.117.177.186	65500	26	5.270311
147.32.84.207	3059	212.117.177.186	65500	151	0.062914
147.32.84.191	4267	65.55.255.7	443	67	64.745241
147.32.84.208	4820	50.7.244.234	65500	42	5.31257
147.32.84.209	3240	65.55.237.71	443	66	41.572578
147.32.84.208	3709	50.7.244.234	65500	65	2.93888
147.32.84.205	4399	65.55.237.71	443	16	7.537546
147.32.84.209	3050	212.117.177.186	65500	24	3.546803
147.32.84.209	4943	212.117.177.186	65500	25	2.95231
147.32.84.193	1969	64.4.56.215	443	16	1.970348
147.32.84.209	4656	212.117.177.186	65500	170	0.069932
147.32.84.209	4552	212.117.177.186	65500	48	9.662345
147.32.84.209	3837	212.117.177.186	65500	157	72.343162
147.32.84.191	2826	212.117.177.188	65500	26	4.678062
147.32.84.209	2583	212.117.177.186	65500	46	5.122269
147.32.84.165	1867	212.117.171.138	65500	52	4.123862
147.32.84.208	4901	64.4.56.199	443	62	34.877823
147.32.84.205	4404	212.117.177.186	65500	97	16.765021
147.32.84.191	4273	212.117.177.188	65500	155	26.653254
147.32.84.209	2568	212.117.177.186	65500	88	8.124875
147.32.84.208	4979	64.4.56.199	443	63	33.848148
147.32.84.205	4526	212.117.177.186	65500	164	0.043861
147.32.84.208	4985	50.7.244.234	65500	27	1.003832
147.32.84.209	3810	64.4.56.199	443	67	39.954822
147.32.84.209	4604	212.117.177.186	65500	239	0.098908
147.32.84.204	1522	212.117.161.86	65500	7	0.329729
147.32.84.207	4324	212.117.177.186	65500	28	2.33219
147.32.84.191	1026	212.117.177.188	65500	145	0.034478
147.32.84.204	3983	212.117.161.86	65500	7	0.217374
147.32.84.206	2578	50.7.244.234	65500	2	9.706711
147.32.84.205	2909	212.117.177.186	65500	58	3.29796
147.32.84.208	1268	50.7.244.234	65500	37	3.520584
147.32.84.207	3688	212.117.177.186	65500	7	0.184108
147.32.84.204	2340	212.117.161.86	65500	7	0.155027
147.32.84.191	2243	212.117.177.188	65500	40	4.034027
147.32.84.191	2564	212.117.177.188	65500	43	9.799018
147.32.84.206	2764	50.7.244.234	65500	40	3.123874
147.32.84.165	3943	212.117.171.138	65500	43	2.87502
147.32.84.207	4084	212.117.177.186	65500	40	2.689586
147.32.84.205	1877	212.117.177.186	65500	7	0.150771
147.32.84.205	2005	212.117.177.186	65500	10	0.48401
147.32.84.193	4032	89.149.217.37	65500	40	3.134962
147.32.84.192	1451	212.117.161.86	65500	7	0.271431
147.32.84.208	1725	50.7.244.234	65500	2	11.119458
147.32.84.208	4326	50.7.244.234	65500	34	2.909475
147.32.84.205	3085	212.117.177.186	65500	7	0.294474
147.32.84.193	2785	89.149.217.37	65500	53	3.805119
147.32.84.205	2203	212.117.177.186	65500	10	0.490415
147.32.84.205	2306	212.117.177.186	65500	34	3.203346
147.32.84.208	2651	50.7.244.234	65500	2	10356.306173
147.32.84.193	1044	89.149.217.37	65500	40	2.600273
147.32.84.207	4363	212.117.177.186	65500	10	0.791481
147.32.84.205	2094	212.117.177.186	65500	37	4.318457
147.32.84.165	3982	212.117.171.138	65500	7	0.157927
147.32.84.191	1204	212.117.177.188	65500	2	11.465329
147.32.84.165	3672	212.117.171.138	65500	7	0.226742
147.32.84.205	3835	212.117.177.186	65500	5	3.096679
147.32.84.207	2843	212.117.177.186	65500	145	7.344058
147.32.84.207	1498	212.117.177.186	65500	41	5.591165
147.32.84.191	3578	212.117.177.188	65500	7	0.271208
147.32.84.165	1134	212.117.171.138	65500	109	5.252399
147.32.84.207	4655	212.117.177.186	65500	198	0.056858
147.32.84.205	1186	212.117.177.186	65500	43	3.456059
147.32.84.208	4746	50.7.244.234	65500	40	4.005265
147.32.84.205	2078	212.117.177.186	65500	12	0.408019
147.32.84.191	3230	212.117.177.188	65500	31	1.23107
147.32.84.207	1610	212.117.177.186	65500	27	0.858508
147.32.84.192	2919	212.117.161.86	65500	82	1.975358
147.32.84.205	1606	212.117.177.186	65500	56	3.516317
147.32.84.208	3186	50.7.244.234	65500	7	0.172454
147.32.84.207	1150	212.117.177.186	65500	43	3.410326
147.32.84.193	4450	89.149.217.37	65500	37	4.847159
147.32.84.191	1873	212.117.177.188	65500	7	0.267469
147.32.84.205	1466	212.117.177.186	65500	28	1.884976
147.32.84.205	1293	212.117.177.186	65500	40	2.420502
147.32.84.165	3538	212.117.171.138	65500	42	0.962077
147.32.84.205	4454	212.117.177.186	65500	7	0.14799
147.32.84.205	2358	212.117.177.186	65500	41	2.729755
147.32.84.191	4400	212.117.177.188	65500	37	6.184447
147.32.84.191	2335	212.117.177.188	65500	40	3.934358
147.32.84.205	1538	212.117.177.186	65500	43	4.209872
147.32.84.207	2187	212.117.177.186	65500	8	0.367485
147.32.84.165	3749	212.117.171.138	65500	45	0.943207
147.32.84.192	3011	212.117.161.86	65500	7	0.202132
147.32.84.193	3859	89.149.217.37	65500	40	3.390789
147.32.84.165	4567	212.117.171.138	65500	37	2.393391
147.32.84.209	3516	212.117.177.186	65500	7	0.29005
147.32.84.205	1801	212.117.177.186	65500	7	0.152314
147.32.84.206	3997	50.7.244.234	65500	7	0.193913
147.32.84.165	4226	212.117.171.138	65500	42	2.549457
147.32.84.206	3178	50.7.244.234	65500	7	0.200582
147.32.84.207	4560	212.117.177.186	65500	8	0.384297
147.32.84.204	4209	212.117.161.86	65500	40	3.4123
147.32.84.205	4040	212.117.177.186	65500	153	9.96145
147.32.84.192	2184	212.117.161.86	65500	7	0.27107
147.32.84.209	2967	212.117.177.186	65500	43	3.457003
147.32.84.208	4833	50.7.244.234	65500	40	8.286025
147.32.84.192	2704	212.117.161.86	65500	66	0.039537
147.32.84.204	3130	212.117.161.86	65500	7	0.177087
147.32.84.193	2306	89.149.217.37	65500	7	0.29476
147.32.84.191	1678	212.117.177.188	65500	2	13.640612
147.32.84.191	1415	212.117.177.188	65500	96	0.034877
147.32.84.191	3717	212.117.177.188	65500	13	1.006442
147.32.84.208	3500	50.7.244.234	65500	7	0.160897
147.32.84.165	4134	212.117.171.138	65500	7	0.126916
147.32.84.192	3422	212.117.161.86	65500	37	12.206758
147.32.84.191	1441	212.117.177.188	65500	75	1.95044
147.32.84.205	3424	212.117.177.186	65500	177	9.53442
147.32.84.208	2159	50.7.244.234	65500	2	9.240051
147.32.84.191	2783	212.117.177.188	65500	64	0.022899
147.32.84.192	2946	212.117.161.86	65500	47	0.01867
147.32.84.165	2719	212.117.171.138	65500	43	3.292211
147.32.84.207	4246	212.117.177.186	65500	44	3.709779
147.32.84.205	3304	212.117.177.186	65500	20	1.028579
147.32.84.205	3969	212.117.177.186	65500	13	1.143062
147.32.84.205	1878	212.117.177.186	65500	11	0.792254
147.32.84.205	3747	212.117.177.186	65500	7	0.280874
147.32.84.204	2492	212.117.161.86	65500	7	0.154715
147.32.84.209	3629	212.117.177.186	65500	43	4.06353
